,Title,Type,Release Year,Rating,Seasons,Genres,Vote Average
1001,Lovecraft Country,SHOW,2020,TV-MA,1.0,"['drama', 'scifi', 'thriller', 'fantasy', 'horror']",7.266
1002,Lovecraft Country,SHOW,2020,TV-MA,1.0,"['drama', 'scifi', 'thriller', 'fantasy', 'horror']",7.266
1003,Lovecraft Country,SHOW,2020,TV-MA,1.0,"['drama', 'scifi', 'thriller', 'fantasy', 'horror']",7.266
1004,Enlightened,SHOW,2011,TV-MA,2.0,"['drama', 'comedy', 'romance']",7.238
1005,Enlightened,SHOW,2011,TV-MA,2.0,"['drama', 'comedy', 'romance']",7.238
1006,Enlightened,SHOW,2011,TV-MA,2.0,"['drama', 'comedy', 'romance']",7.238
1007,The Wayans Bros.,SHOW,1995,TV-14,5.0,['comedy'],7.232
1008,We Baby Bears,SHOW,2022,TV-Y7,2.0,['animation'],7.23
1009,Undercurrent: The Disappearance of Kim Wall,SHOW,2022,TV-MA,1.0,"['documentation', 'crime']",7.222
1010,Undercurrent: The Disappearance of Kim Wall,SHOW,2022,TV-MA,1.0,"['documentation', 'crime']",7.222
1011,Mosaic,SHOW,2018,TV-MA,1.0,"['drama', 'thriller', 'crime', 'documentation']",7.205
1012,Mosaic,SHOW,2018,TV-MA,1.0,"['drama', 'thriller', 'crime', 'documentation']",7.205
1013,Mosaic,SHOW,2018,TV-MA,1.0,"['drama', 'thriller', 'crime', 'documentation']",7.205
1014,Mosaic,SHOW,2018,TV-MA,1.0,"['drama', 'thriller', 'crime', 'documentation']",7.205
1015,The Tourist,SHOW,2022,TV-MA,1.0,"['thriller', 'drama']",7.2
1016,The Tourist,SHOW,2022,TV-MA,1.0,"['thriller', 'drama']",7.2
1017,Tuca & Bertie,SHOW,2019,TV-MA,3.0,"['comedy', 'animation']",7.2
1018,Tuca & Bertie,SHOW,2019,TV-MA,3.0,"['comedy', 'animation']",7.2
1019,Your Pretty Face Is Going to Hell,SHOW,2013,TV-MA,4.0,"['comedy', 'fantasy', 'animation']",7.2
1020,Your Pretty Face Is Going to Hell,SHOW,2013,TV-MA,4.0,"['comedy', 'fantasy', 'animation']",7.2
1021,Your Pretty Face Is Going to Hell,SHOW,2013,TV-MA,4.0,"['comedy', 'fantasy', 'animation']",7.2
1022,The Murders at Starved Rock,SHOW,2021,TV-14,1.0,"['crime', 'documentation']",7.2
1023,The Murders at Starved Rock,SHOW,2021,TV-14,1.0,"['crime', 'documentation']",7.2
1024,The Vow,SHOW,2020,TV-MA,2.0,"['documentation', 'crime']",7.2
1025,The Vow,SHOW,2020,TV-MA,2.0,"['documentation', 'crime']",7.2
1026,Aquaman,SHOW,1967,TV-Y,1.0,"['animation', 'action', 'family', 'fantasy']",7.2
1027,Aquaman,SHOW,1967,TV-Y,1.0,"['animation', 'action', 'family', 'fantasy']",7.2
1028,Aquaman,SHOW,1967,TV-Y,1.0,"['animation', 'action', 'family', 'fantasy']",7.2
1029,Aquaman,SHOW,1967,TV-Y,1.0,"['animation', 'action', 'family', 'fantasy']",7.2
1030,Wellington Paranormal,SHOW,2018,TV-14,4.0,"['comedy', 'crime', 'fantasy', 'horror']",7.2
1031,Wellington Paranormal,SHOW,2018,TV-14,4.0,"['comedy', 'crime', 'fantasy', 'horror']",7.2
1032,Wellington Paranormal,SHOW,2018,TV-14,4.0,"['comedy', 'crime', 'fantasy', 'horror']",7.2
1033,Wellington Paranormal,SHOW,2018,TV-14,4.0,"['comedy', 'crime', 'fantasy', 'horror']",7.2
1034,Perry Mason,SHOW,2020,TV-MA,2.0,"['drama', 'history', 'crime']",7.2
1035,Perry Mason,SHOW,2020,TV-MA,2.0,"['drama', 'history', 'crime']",7.2
1036,Perry Mason,SHOW,2020,TV-MA,2.0,"['drama', 'history', 'crime']",7.2
1037,Home Movies,SHOW,1999,TV-MA,4.0,"['comedy', 'drama', 'animation', 'family']",7.2
1038,Home Movies,SHOW,1999,TV-MA,4.0,"['comedy', 'drama', 'animation', 'family']",7.2
1039,Home Movies,SHOW,1999,TV-MA,4.0,"['comedy', 'drama', 'animation', 'family']",7.2
1040,Home Movies,SHOW,1999,TV-MA,4.0,"['comedy', 'drama', 'animation', 'family']",7.2
1041,Mildred Pierce,SHOW,2011,TV-MA,1.0,['drama'],7.199
1042,La Unidad,SHOW,2020,Unknown,3.0,"['crime', 'drama', 'thriller', 'action']",7.188
1043,La Unidad,SHOW,2020,Unknown,3.0,"['crime', 'drama', 'thriller', 'action']",7.188
1044,La Unidad,SHOW,2020,Unknown,3.0,"['crime', 'drama', 'thriller', 'action']",7.188
1045,La Unidad,SHOW,2020,Unknown,3.0,"['crime', 'drama', 'thriller', 'action']",7.188
1046,30 Coins,SHOW,2020,TV-MA,2.0,"['thriller', 'drama', 'fantasy', 'horror', 'scifi']",7.187
1047,30 Coins,SHOW,2020,TV-MA,2.0,"['thriller', 'drama', 'fantasy', 'horror', 'scifi']",7.187
1048,30 Coins,SHOW,2020,TV-MA,2.0,"['thriller', 'drama', 'fantasy', 'horror', 'scifi']",7.187
1049,30 Coins,SHOW,2020,TV-MA,2.0,"['thriller', 'drama', 'fantasy', 'horror', 'scifi']",7.187
1050,30 Coins,SHOW,2020,TV-MA,2.0,"['thriller', 'drama', 'fantasy', 'horror', 'scifi']",7.187
1051,The Sarah Jane Adventures,SHOW,2007,TV-PG,5.0,"['scifi', 'action', 'drama', 'family', 'fantasy']",7.187
1052,The Sarah Jane Adventures,SHOW,2007,TV-PG,5.0,"['scifi', 'action', 'drama', 'family', 'fantasy']",7.187
1053,The Sarah Jane Adventures,SHOW,2007,TV-PG,5.0,"['scifi', 'action', 'drama', 'family', 'fantasy']",7.187
1054,The Sarah Jane Adventures,SHOW,2007,TV-PG,5.0,"['scifi', 'action', 'drama', 'family', 'fantasy']",7.187
1055,The Sarah Jane Adventures,SHOW,2007,TV-PG,5.0,"['scifi', 'action', 'drama', 'family', 'fantasy']",7.187
1056,Scenes from a Marriage,SHOW,2021,TV-MA,1.0,['drama'],7.168
1057,The Righteous Gemstones,SHOW,2019,TV-MA,3.0,"['comedy', 'drama']",7.147
1058,The Righteous Gemstones,SHOW,2019,TV-MA,3.0,"['comedy', 'drama']",7.147
1059,Walker,SHOW,2021,TV-14,3.0,"['drama', 'action', 'crime', 'western']",7.121
1060,Walker,SHOW,2021,TV-14,3.0,"['drama', 'action', 'crime', 'western']",7.121
1061,Walker,SHOW,2021,TV-14,3.0,"['drama', 'action', 'crime', 'western']",7.121
1062,Walker,SHOW,2021,TV-14,3.0,"['drama', 'action', 'crime', 'western']",7.121
1063,McMillions,SHOW,2020,TV-14,1.0,"['history', 'documentation', 'crime']",7.115
1064,McMillions,SHOW,2020,TV-14,1.0,"['history', 'documentation', 'crime']",7.115
1065,McMillions,SHOW,2020,TV-14,1.0,"['history', 'documentation', 'crime']",7.115
1066,Miss Sherlock,SHOW,2018,TV-14,1.0,"['drama', 'crime']",7.109
1067,Miss Sherlock,SHOW,2018,TV-14,1.0,"['drama', 'crime']",7.109
1068,Show Me a Hero,SHOW,2015,TV-MA,1.0,"['crime', 'war', 'history', 'drama']",7.108
1069,Show Me a Hero,SHOW,2015,TV-MA,1.0,"['crime', 'war', 'history', 'drama']",7.108
1070,Show Me a Hero,SHOW,2015,TV-MA,1.0,"['crime', 'war', 'history', 'drama']",7.108
1071,Show Me a Hero,SHOW,2015,TV-MA,1.0,"['crime', 'war', 'history', 'drama']",7.108
1072,Batwoman,SHOW,2019,TV-14,3.0,"['scifi', 'action', 'crime', 'drama']",7.104
1073,Batwoman,SHOW,2019,TV-14,3.0,"['scifi', 'action', 'crime', 'drama']",7.104
1074,Batwoman,SHOW,2019,TV-14,3.0,"['scifi', 'action', 'crime', 'drama']",7.104
1075,Batwoman,SHOW,2019,TV-14,3.0,"['scifi', 'action', 'crime', 'drama']",7.104
1076,The Great Pottery Throw Down,SHOW,2015,TV-14,6.0,['reality'],7.1
1077,The Yogi Bear Show,SHOW,1961,TV-G,4.0,"['comedy', 'animation', 'family']",7.1
1078,The Yogi Bear Show,SHOW,1961,TV-G,4.0,"['comedy', 'animation', 'family']",7.1
1079,The Yogi Bear Show,SHOW,1961,TV-G,4.0,"['comedy', 'animation', 'family']",7.1
1080,Queer You Are,SHOW,2021,Unknown,1.0,"['comedy', 'drama']",7.1
1081,Queer You Are,SHOW,2021,Unknown,1.0,"['comedy', 'drama']",7.1
1082,Eagleheart,SHOW,2011,TV-MA,3.0,"['action', 'comedy']",7.1
1083,Eagleheart,SHOW,2011,TV-MA,3.0,"['action', 'comedy']",7.1
1084,Rap Sh!t,SHOW,2022,TV-MA,2.0,"['comedy', 'music']",7.1
1085,Rap Sh!t,SHOW,2022,TV-MA,2.0,"['comedy', 'music']",7.1
1086,Housing Complex C,SHOW,2022,TV-MA,1.0,"['animation', 'thriller', 'horror']",7.1
1087,Housing Complex C,SHOW,2022,TV-MA,1.0,"['animation', 'thriller', 'horror']",7.1
1088,Housing Complex C,SHOW,2022,TV-MA,1.0,"['animation', 'thriller', 'horror']",7.1
1089,The Bronze Garden,SHOW,2017,TV-MA,3.0,"['drama', 'crime', 'horror', 'thriller']",7.1
1090,The Bronze Garden,SHOW,2017,TV-MA,3.0,"['drama', 'crime', 'horror', 'thriller']",7.1
1091,The Bronze Garden,SHOW,2017,TV-MA,3.0,"['drama', 'crime', 'horror', 'thriller']",7.1
1092,The Bronze Garden,SHOW,2017,TV-MA,3.0,"['drama', 'crime', 'horror', 'thriller']",7.1
1093,The Case Against Adnan Syed,SHOW,2019,TV-14,1.0,"['crime', 'documentation']",7.1
1094,The Case Against Adnan Syed,SHOW,2019,TV-14,1.0,"['crime', 'documentation']",7.1
1095,New Looney Tunes,SHOW,2015,TV-Y7,3.0,"['comedy', 'family', 'animation']",7.1
1096,New Looney Tunes,SHOW,2015,TV-Y7,3.0,"['comedy', 'family', 'animation']",7.1
1097,New Looney Tunes,SHOW,2015,TV-Y7,3.0,"['comedy', 'family', 'animation']",7.1
1098,I'm Sorry,SHOW,2017,TV-MA,3.0,['comedy'],7.1
1099,The Investigation,SHOW,2020,TV-14,1.0,"['drama', 'thriller', 'crime']",7.1
1100,The Investigation,SHOW,2020,TV-14,1.0,"['drama', 'thriller', 'crime']",7.1
1101,The Investigation,SHOW,2020,TV-14,1.0,"['drama', 'thriller', 'crime']",7.1
1102,Lois & Clark: The New Adventures of Superman,SHOW,1993,TV-PG,4.0,"['drama', 'scifi', 'action', 'comedy', 'romance']",7.098
1103,Lois & Clark: The New Adventures of Superman,SHOW,1993,TV-PG,4.0,"['drama', 'scifi', 'action', 'comedy', 'romance']",7.098
1104,Lois & Clark: The New Adventures of Superman,SHOW,1993,TV-PG,4.0,"['drama', 'scifi', 'action', 'comedy', 'romance']",7.098
1105,Lois & Clark: The New Adventures of Superman,SHOW,1993,TV-PG,4.0,"['drama', 'scifi', 'action', 'comedy', 'romance']",7.098
1106,Lois & Clark: The New Adventures of Superman,SHOW,1993,TV-PG,4.0,"['drama', 'scifi', 'action', 'comedy', 'romance']",7.098
1107,Epitaphs,SHOW,2004,TV-MA,2.0,"['drama', 'crime', 'horror', 'thriller']",7.089
1108,Epitaphs,SHOW,2004,TV-MA,2.0,"['drama', 'crime', 'horror', 'thriller']",7.089
1109,Epitaphs,SHOW,2004,TV-MA,2.0,"['drama', 'crime', 'horror', 'thriller']",7.089
1110,Epitaphs,SHOW,2004,TV-MA,2.0,"['drama', 'crime', 'horror', 'thriller']",7.089
1111,Falling Skies,SHOW,2011,TV-14,5.0,"['action', 'drama', 'scifi', 'thriller']",7.074
1112,Falling Skies,SHOW,2011,TV-14,5.0,"['action', 'drama', 'scifi', 'thriller']",7.074
1113,Falling Skies,SHOW,2011,TV-14,5.0,"['action', 'drama', 'scifi', 'thriller']",7.074
1114,Falling Skies,SHOW,2011,TV-14,5.0,"['action', 'drama', 'scifi', 'thriller']",7.074
1115,Tom and Jerry in New York,SHOW,2021,TV-PG,2.0,"['comedy', 'family', 'action', 'animation']",7.068
1116,Tom and Jerry in New York,SHOW,2021,TV-PG,2.0,"['comedy', 'family', 'action', 'animation']",7.068
1117,Tom and Jerry in New York,SHOW,2021,TV-PG,2.0,"['comedy', 'family', 'action', 'animation']",7.068
1118,Tom and Jerry in New York,SHOW,2021,TV-PG,2.0,"['comedy', 'family', 'action', 'animation']",7.068
1119,Jellystone,SHOW,2021,TV-Y7,2.0,"['comedy', 'family', 'animation']",7.058
1120,Jellystone,SHOW,2021,TV-Y7,2.0,"['comedy', 'family', 'animation']",7.058
1121,Jellystone,SHOW,2021,TV-Y7,2.0,"['comedy', 'family', 'animation']",7.058
1122,Tiger,SHOW,2020,TV-MA,1.0,"['documentation', 'sport']",7.056
1123,Tiger,SHOW,2020,TV-MA,1.0,"['documentation', 'sport']",7.056
1124,Industry,SHOW,2020,TV-MA,3.0,"['drama', 'comedy', 'reality']",7.036
1125,Industry,SHOW,2020,TV-MA,3.0,"['drama', 'comedy', 'reality']",7.036
1126,Industry,SHOW,2020,TV-MA,3.0,"['drama', 'comedy', 'reality']",7.036
1127,Vice Principals,SHOW,2016,TV-MA,2.0,['comedy'],7.028
1128,Station Eleven,SHOW,2021,TV-MA,1.0,"['drama', 'fantasy', 'scifi', 'thriller']",7.027
1129,Station Eleven,SHOW,2021,TV-MA,1.0,"['drama', 'fantasy', 'scifi', 'thriller']",7.027
1130,Station Eleven,SHOW,2021,TV-MA,1.0,"['drama', 'fantasy', 'scifi', 'thriller']",7.027
1131,Station Eleven,SHOW,2021,TV-MA,1.0,"['drama', 'fantasy', 'scifi', 'thriller']",7.027
1132,Big Love,SHOW,2006,TV-MA,5.0,['drama'],7.025
1133,Miracle Workers,SHOW,2019,TV-14,4.0,"['comedy', 'drama', 'fantasy', 'romance']",7.02
1134,Miracle Workers,SHOW,2019,TV-14,4.0,"['comedy', 'drama', 'fantasy', 'romance']",7.02
1135,Miracle Workers,SHOW,2019,TV-14,4.0,"['comedy', 'drama', 'fantasy', 'romance']",7.02
1136,Miracle Workers,SHOW,2019,TV-14,4.0,"['comedy', 'drama', 'fantasy', 'romance']",7.02
1137,Catherine the Great,SHOW,2019,TV-MA,1.0,"['war', 'drama', 'history']",7.012
1138,Catherine the Great,SHOW,2019,TV-MA,1.0,"['war', 'drama', 'history']",7.012
1139,Catherine the Great,SHOW,2019,TV-MA,1.0,"['war', 'drama', 'history']",7.012
1140,Sesame Street,SHOW,1969,TV-Y,53.0,"['comedy', 'animation', 'family', 'fantasy', 'music']",7.008
1141,Sesame Street,SHOW,1969,TV-Y,53.0,"['comedy', 'animation', 'family', 'fantasy', 'music']",7.008
1142,Sesame Street,SHOW,1969,TV-Y,53.0,"['comedy', 'animation', 'family', 'fantasy', 'music']",7.008
1143,Sesame Street,SHOW,1969,TV-Y,53.0,"['comedy', 'animation', 'family', 'fantasy', 'music']",7.008
1144,Sesame Street,SHOW,1969,TV-Y,53.0,"['comedy', 'animation', 'family', 'fantasy', 'music']",7.008
1145,Love Spells,SHOW,2021,TV-MA,1.0,"['drama', 'romance', 'comedy']",7.0
1146,Love Spells,SHOW,2021,TV-MA,1.0,"['drama', 'romance', 'comedy']",7.0
1147,Love Spells,SHOW,2021,TV-MA,1.0,"['drama', 'romance', 'comedy']",7.0
1148,Para - We Are King,SHOW,2021,Unknown,1.0,['drama'],7.0
1149,Rich & Shameless,SHOW,2022,TV-14,1.0,['documentation'],7.0
1150,Good Behavior,SHOW,2016,TV-MA,2.0,"['drama', 'thriller', 'crime']",7.0
1151,Good Behavior,SHOW,2016,TV-MA,2.0,"['drama', 'thriller', 'crime']",7.0
1152,Good Behavior,SHOW,2016,TV-MA,2.0,"['drama', 'thriller', 'crime']",7.0
1153,On the Record with Bob Costas,SHOW,2001,TV-14,5.0,['sport'],7.0
1154,The Parent 'Hood,SHOW,1995,TV-PG,5.0,['comedy'],7.0
1155,Tropical Cop Tales,SHOW,2019,TV-MA,1.0,['comedy'],7.0
1156,Grace,SHOW,2014,Unknown,2.0,"['thriller', 'drama', 'horror']",7.0
1157,Grace,SHOW,2014,Unknown,2.0,"['thriller', 'drama', 'horror']",7.0
1158,Grace,SHOW,2014,Unknown,2.0,"['thriller', 'drama', 'horror']",7.0
1159,Folklore,SHOW,2018,Unknown,2.0,"['thriller', 'drama', 'horror']",7.0
1160,Folklore,SHOW,2018,Unknown,2.0,"['thriller', 'drama', 'horror']",7.0
1161,Folklore,SHOW,2018,Unknown,2.0,"['thriller', 'drama', 'horror']",7.0
1162,Who's By Your Side,SHOW,2021,Unknown,1.0,['drama'],7.0
1163,Obama: In Pursuit of a More Perfect Union,SHOW,2021,TV-14,1.0,['documentation'],7.0
1164,David Makes Man,SHOW,2019,Unknown,2.0,['drama'],7.0
1165,Ten Year Old Tom,SHOW,2021,TV-14,1.0,"['animation', 'comedy']",7.0
1166,Ten Year Old Tom,SHOW,2021,TV-14,1.0,"['animation', 'comedy']",7.0
1167,The Great Soul Food Cook-Off,SHOW,2021,Unknown,1.0,[],7.0
1168,The Staircase,SHOW,2022,TV-MA,1.0,"['crime', 'thriller', 'drama']",7.0
1169,The Staircase,SHOW,2022,TV-MA,1.0,"['crime', 'thriller', 'drama']",7.0
1170,The Staircase,SHOW,2022,TV-MA,1.0,"['crime', 'thriller', 'drama']",7.0
1171,Hard Knocks,SHOW,2001,TV-MA,18.0,"['documentation', 'reality', 'sport']",7.0
1172,Hard Knocks,SHOW,2001,TV-MA,18.0,"['documentation', 'reality', 'sport']",7.0
1173,Hard Knocks,SHOW,2001,TV-MA,18.0,"['documentation', 'reality', 'sport']",7.0
1174,Wonder Woman,SHOW,1975,TV-PG,3.0,"['scifi', 'action', 'drama', 'fantasy', 'family']",7.0
1175,Wonder Woman,SHOW,1975,TV-PG,3.0,"['scifi', 'action', 'drama', 'fantasy', 'family']",7.0
1176,Wonder Woman,SHOW,1975,TV-PG,3.0,"['scifi', 'action', 'drama', 'fantasy', 'family']",7.0
1177,Wonder Woman,SHOW,1975,TV-PG,3.0,"['scifi', 'action', 'drama', 'fantasy', 'family']",7.0
1178,Wonder Woman,SHOW,1975,TV-PG,3.0,"['scifi', 'action', 'drama', 'fantasy', 'family']",7.0
1179,The Smurfs,SHOW,1981,TV-Y,9.0,"['scifi', 'animation', 'comedy', 'family', 'fantasy']",6.999
1180,The Smurfs,SHOW,1981,TV-Y,9.0,"['scifi', 'animation', 'comedy', 'family', 'fantasy']",6.999
1181,The Smurfs,SHOW,1981,TV-Y,9.0,"['scifi', 'animation', 'comedy', 'family', 'fantasy']",6.999
1182,The Smurfs,SHOW,1981,TV-Y,9.0,"['scifi', 'animation', 'comedy', 'family', 'fantasy']",6.999
1183,The Smurfs,SHOW,1981,TV-Y,9.0,"['scifi', 'animation', 'comedy', 'family', 'fantasy']",6.999
1184,Jett,SHOW,2019,TV-MA,1.0,"['drama', 'thriller', 'action', 'crime']",6.993
1185,Jett,SHOW,2019,TV-MA,1.0,"['drama', 'thriller', 'action', 'crime']",6.993
1186,Jett,SHOW,2019,TV-MA,1.0,"['drama', 'thriller', 'action', 'crime']",6.993
1187,Jett,SHOW,2019,TV-MA,1.0,"['drama', 'thriller', 'action', 'crime']",6.993
1188,Happy Endings,SHOW,2011,TV-14,3.0,"['comedy', 'romance']",6.992
1189,Happy Endings,SHOW,2011,TV-14,3.0,"['comedy', 'romance']",6.992
1190,Search Party,SHOW,2016,TV-MA,5.0,"['comedy', 'crime', 'drama', 'thriller', 'romance']",6.959
1191,Search Party,SHOW,2016,TV-MA,5.0,"['comedy', 'crime', 'drama', 'thriller', 'romance']",6.959
1192,Search Party,SHOW,2016,TV-MA,5.0,"['comedy', 'crime', 'drama', 'thriller', 'romance']",6.959
1193,Search Party,SHOW,2016,TV-MA,5.0,"['comedy', 'crime', 'drama', 'thriller', 'romance']",6.959
1194,Search Party,SHOW,2016,TV-MA,5.0,"['comedy', 'crime', 'drama', 'thriller', 'romance']",6.959
1195,Visitors,SHOW,2022,TV-MA,1.0,"['scifi', 'comedy']",6.957
1196,Visitors,SHOW,2022,TV-MA,1.0,"['scifi', 'comedy']",6.957
1197,Tenacious D,SHOW,1997,TV-14,1.0,"['comedy', 'music']",6.947
1198,Tenacious D,SHOW,1997,TV-14,1.0,"['comedy', 'music']",6.947
1199,Mortal Kombat: Conquest,SHOW,1998,TV-PG,1.0,"['scifi', 'action', 'fantasy']",6.939
1200,Mortal Kombat: Conquest,SHOW,1998,TV-PG,1.0,"['scifi', 'action', 'fantasy']",6.939
1201,Mortal Kombat: Conquest,SHOW,1998,TV-PG,1.0,"['scifi', 'action', 'fantasy']",6.939
1202,The Invisible Pilot,SHOW,2022,TV-MA,1.0,"['documentation', 'crime', 'history']",6.938
1203,The Invisible Pilot,SHOW,2022,TV-MA,1.0,"['documentation', 'crime', 'history']",6.938
1204,The Invisible Pilot,SHOW,2022,TV-MA,1.0,"['documentation', 'crime', 'history']",6.938
1205,High Maintenance,SHOW,2016,TV-MA,4.0,"['comedy', 'documentation', 'drama']",6.924
1206,High Maintenance,SHOW,2016,TV-MA,4.0,"['comedy', 'documentation', 'drama']",6.924
1207,High Maintenance,SHOW,2016,TV-MA,4.0,"['comedy', 'documentation', 'drama']",6.924
1208,Agents of Chaos,SHOW,2020,TV-MA,1.0,"['documentation', 'history']",6.917
1209,Agents of Chaos,SHOW,2020,TV-MA,1.0,"['documentation', 'history']",6.917
1210,The Prince,SHOW,2021,TV-MA,1.0,"['comedy', 'animation']",6.917
1211,The Prince,SHOW,2021,TV-MA,1.0,"['comedy', 'animation']",6.917
1212,Irma Vep,SHOW,2022,TV-MA,1.0,"['drama', 'comedy']",6.906
1213,Irma Vep,SHOW,2022,TV-MA,1.0,"['drama', 'comedy']",6.906
1214,The No. 1 Ladies' Detective Agency,SHOW,2009,Unknown,1.0,"['drama', 'crime', 'comedy', 'family']",6.905
1215,The No. 1 Ladies' Detective Agency,SHOW,2009,Unknown,1.0,"['drama', 'crime', 'comedy', 'family']",6.905
1216,The No. 1 Ladies' Detective Agency,SHOW,2009,Unknown,1.0,"['drama', 'crime', 'comedy', 'family']",6.905
1217,The No. 1 Ladies' Detective Agency,SHOW,2009,Unknown,1.0,"['drama', 'crime', 'comedy', 'family']",6.905
1218,The Girl Before,SHOW,2021,TV-MA,1.0,"['romance', 'thriller', 'drama']",6.9
1219,The Girl Before,SHOW,2021,TV-MA,1.0,"['romance', 'thriller', 'drama']",6.9
1220,The Girl Before,SHOW,2021,TV-MA,1.0,"['romance', 'thriller', 'drama']",6.9
1221,El Hipnotizador,SHOW,2015,TV-MA,2.0,"['scifi', 'drama', 'fantasy', 'documentation']",6.9
1222,El Hipnotizador,SHOW,2015,TV-MA,2.0,"['scifi', 'drama', 'fantasy', 'documentation']",6.9
1223,El Hipnotizador,SHOW,2015,TV-MA,2.0,"['scifi', 'drama', 'fantasy', 'documentation']",6.9
1224,El Hipnotizador,SHOW,2015,TV-MA,2.0,"['scifi', 'drama', 'fantasy', 'documentation']",6.9
1225,C.B. Strike,SHOW,2017,TV-MA,5.0,"['drama', 'crime', 'thriller']",6.9
1226,C.B. Strike,SHOW,2017,TV-MA,5.0,"['drama', 'crime', 'thriller']",6.9
1227,C.B. Strike,SHOW,2017,TV-MA,5.0,"['drama', 'crime', 'thriller']",6.9
1228,Squidbillies,SHOW,2004,TV-14,13.0,"['comedy', 'war', 'scifi', 'drama', 'action', 'animation', 'fantasy', 'thriller']",6.9
1229,Squidbillies,SHOW,2004,TV-14,13.0,"['comedy', 'war', 'scifi', 'drama', 'action', 'animation', 'fantasy', 'thriller']",6.9
1230,Squidbillies,SHOW,2004,TV-14,13.0,"['comedy', 'war', 'scifi', 'drama', 'action', 'animation', 'fantasy', 'thriller']",6.9
1231,Squidbillies,SHOW,2004,TV-14,13.0,"['comedy', 'war', 'scifi', 'drama', 'action', 'animation', 'fantasy', 'thriller']",6.9
1232,Squidbillies,SHOW,2004,TV-14,13.0,"['comedy', 'war', 'scifi', 'drama', 'action', 'animation', 'fantasy', 'thriller']",6.9
1233,Squidbillies,SHOW,2004,TV-14,13.0,"['comedy', 'war', 'scifi', 'drama', 'action', 'animation', 'fantasy', 'thriller']",6.9
1234,Squidbillies,SHOW,2004,TV-14,13.0,"['comedy', 'war', 'scifi', 'drama', 'action', 'animation', 'fantasy', 'thriller']",6.9
1235,Squidbillies,SHOW,2004,TV-14,13.0,"['comedy', 'war', 'scifi', 'drama', 'action', 'animation', 'fantasy', 'thriller']",6.9
1236,Togetherness,SHOW,2015,TV-MA,2.0,"['comedy', 'romance', 'drama']",6.9
1237,Togetherness,SHOW,2015,TV-MA,2.0,"['comedy', 'romance', 'drama']",6.9
1238,Togetherness,SHOW,2015,TV-MA,2.0,"['comedy', 'romance', 'drama']",6.9
1239,Tom Goes to the Mayor,SHOW,2004,TV-PG,2.0,"['comedy', 'animation']",6.9
1240,Tom Goes to the Mayor,SHOW,2004,TV-PG,2.0,"['comedy', 'animation']",6.9
1241,Mortal Kombat: Legacy,SHOW,2011,TV-MA,2.0,"['action', 'scifi', 'crime', 'fantasy', 'thriller']",6.9
1242,Mortal Kombat: Legacy,SHOW,2011,TV-MA,2.0,"['action', 'scifi', 'crime', 'fantasy', 'thriller']",6.9
1243,Mortal Kombat: Legacy,SHOW,2011,TV-MA,2.0,"['action', 'scifi', 'crime', 'fantasy', 'thriller']",6.9
1244,Mortal Kombat: Legacy,SHOW,2011,TV-MA,2.0,"['action', 'scifi', 'crime', 'fantasy', 'thriller']",6.9
1245,Mortal Kombat: Legacy,SHOW,2011,TV-MA,2.0,"['action', 'scifi', 'crime', 'fantasy', 'thriller']",6.9
1246,Perfect Life,SHOW,2019,TV-MA,2.0,"['drama', 'comedy']",6.9
1247,Perfect Life,SHOW,2019,TV-MA,2.0,"['drama', 'comedy']",6.9
1248,Arliss,SHOW,1996,TV-MA,7.0,"['comedy', 'sport']",6.9
1249,Arliss,SHOW,1996,TV-MA,7.0,"['comedy', 'sport']",6.9
1250,Catch and Kill: The Podcast Tapes,SHOW,2021,TV-MA,1.0,['documentation'],6.9
1251,"I Love You, Now Die: The Commonwealth v. Michelle Carter",SHOW,2019,TV-MA,1.0,"['documentation', 'crime']",6.879
1252,"I Love You, Now Die: The Commonwealth v. Michelle Carter",SHOW,2019,TV-MA,1.0,"['documentation', 'crime']",6.879
1253,The Plot Against America,SHOW,2020,TV-MA,1.0,"['scifi', 'drama', 'thriller']",6.845
1254,The Plot Against America,SHOW,2020,TV-MA,1.0,"['scifi', 'drama', 'thriller']",6.845
1255,The Plot Against America,SHOW,2020,TV-MA,1.0,"['scifi', 'drama', 'thriller']",6.845
1256,Parade's End,SHOW,2012,TV-MA,1.0,"['drama', 'war', 'history', 'action', 'romance', 'european']",6.837
1257,Parade's End,SHOW,2012,TV-MA,1.0,"['drama', 'war', 'history', 'action', 'romance', 'european']",6.837
1258,Parade's End,SHOW,2012,TV-MA,1.0,"['drama', 'war', 'history', 'action', 'romance', 'european']",6.837
1259,Parade's End,SHOW,2012,TV-MA,1.0,"['drama', 'war', 'history', 'action', 'romance', 'european']",6.837
1260,Parade's End,SHOW,2012,TV-MA,1.0,"['drama', 'war', 'history', 'action', 'romance', 'european']",6.837
1261,Parade's End,SHOW,2012,TV-MA,1.0,"['drama', 'war', 'history', 'action', 'romance', 'european']",6.837
1262,Los Espookys,SHOW,2019,TV-MA,2.0,"['comedy', 'fantasy', 'horror']",6.818
1263,Los Espookys,SHOW,2019,TV-MA,2.0,"['comedy', 'fantasy', 'horror']",6.818
1264,Los Espookys,SHOW,2019,TV-MA,2.0,"['comedy', 'fantasy', 'horror']",6.818
1265,The Last Movie Stars,SHOW,2022,TV-MA,1.0,['documentation'],6.8
