,Title,Type,Country,Release Year,Rating,Duration,Vote Average
1563,Paul Robeson: Tribute to an Artist,MOVIE,['US'],1979,Unknown,30,6.714
1564,The War of the Gargantuas,MOVIE,['JP'],1966,G,88,6.71
1565,Sabotage,MOVIE,['GB'],1937,Unknown,77,6.709
1566,High and Dizzy,MOVIE,['US'],1920,Unknown,26,6.707
1567,Border,MOVIE,['SE',2018,R,101,6.706
1568,Border,MOVIE, 'DK'],2018,R,101,6.706
1569,Topsy-Turvy,MOVIE,['GB',1999,R,160,6.703
1570,Topsy-Turvy,MOVIE, 'US'],1999,R,160,6.703
1571,RED,MOVIE,['US',2010,PG-13,111,6.701
1572,RED,MOVIE, 'CA'],2010,PG-13,111,6.701
1573,The Vanishing of Sidney Hall,MOVIE,['US'],2018,R,117,6.701
1574,JLA Adventures: Trapped in Time,MOVIE,['US'],2014,Unknown,52,6.7
1575,Bully. Coward. Victim. The Story of Roy Cohn,MOVIE,['US'],2020,Unknown,94,6.7
1576,Introducing Dorothy Dandridge,MOVIE,['US'],1999,PG-13,115,6.7
1577,Abortion: Stories Women Tell,MOVIE,['US'],2016,Unknown,92,6.7
1578,Oslo,MOVIE,['US'],2021,Unknown,118,6.7
1579,Team America: World Police,MOVIE,['US'],2004,R,98,6.7
1580,Purple Rain,MOVIE,['US'],1984,R,111,6.7
1581,La Pointe Courte,MOVIE,['FR'],1956,Unknown,86,6.7
1582,"Heroin: Cape Cod, USA",MOVIE,['US'],2015,Unknown,75,6.7
1583,Paul F. Tompkins: Driven to Drink,MOVIE,['US'],1999,Unknown,30,6.7
1584,Hellboy,MOVIE,['CZ',2004,PG-13,122,6.7
1585,Hellboy,MOVIE,['CZ',2019,R,121,5.541
1586,Hellboy,MOVIE, 'US'],2004,PG-13,122,6.7
1587,Hellboy,MOVIE, 'US'],2019,R,121,5.541
1588,Batman: Mystery of the Batwoman,MOVIE,['US'],2003,PG,75,6.7
1589,True Justice: Bryan Stevenson's Fight for Equality,MOVIE,['US'],2019,R,102,6.7
1590,No Place on Earth,MOVIE,['US'],2013,PG-13,81,6.7
1591,Lucas,MOVIE,['US'],1984,PG-13,108,6.7
1592,Lord of the Flies,MOVIE,['GB'],1963,PG-13,92,6.7
1593,Mermaids,MOVIE,['US'],1990,PG-13,106,6.7
1594,The Brood,MOVIE,['CA'],1979,R,92,6.7
1595,The Idle Class,MOVIE,['US'],1921,Unknown,32,6.7
1596,Touki Bouki,MOVIE,['SN'],1976,Unknown,91,6.7
1597,Running with Beto,MOVIE,['US'],2019,Unknown,95,6.7
1598,Marathon: The Patriots Day Bombing,MOVIE,['US'],2016,Unknown,108,6.7
1599,The Immortal,MOVIE,['IT'],2019,Unknown,115,6.7
1600,Coma,MOVIE,['US'],2007,PG,120,6.7
1601,Crisis: Behind a Presidential Commitment,MOVIE,['US'],1963,Unknown,52,6.7
1602,Witness Protection,MOVIE,['US'],1999,R,105,6.7
1603,The Ruling Class,MOVIE,['GB'],1972,PG,154,6.7
1604,Bottle Rocket,MOVIE,['US'],1996,R,91,6.7
1605,The Matrix Revolutions,MOVIE,['US'],2003,R,129,6.7
1606,Ben Is Back,MOVIE,['US'],2018,R,102,6.7
1607,Irma Vep,MOVIE,['FR'],1996,Unknown,99,6.7
1608,Gloria: In Her Own Words,MOVIE,['US'],2011,Unknown,61,6.7
1609,15 Minutes of Shame,MOVIE,['US'],2021,Unknown,85,6.7
1610,Why Worry?,MOVIE,['US'],1923,Unknown,60,6.7
1611,Child's Play,MOVIE,['US'],1988,R,87,6.7
1612,Superman: Doomsday,MOVIE,['US'],2007,PG-13,75,6.7
1613,Under the Volcano,MOVIE,['MX',1984,R,112,6.7
1614,Under the Volcano,MOVIE, 'US'],1984,R,112,6.7
1615,Footloose,MOVIE,['US'],1984,PG,107,6.7
1616,My Week with Marilyn,MOVIE,['GB',2011,PG-13,99,6.7
1617,My Week with Marilyn,MOVIE, 'US'],2011,PG-13,99,6.7
1618,Draft Day,MOVIE,['US'],2014,PG-13,110,6.7
1619,Signs,MOVIE,['US'],2002,PG-13,106,6.7
1620,From Hell,MOVIE,['CZ',2001,R,122,6.7
1621,From Hell,MOVIE, 'US',2001,R,122,6.7
1622,From Hell,MOVIE, 'GB'],2001,R,122,6.7
1623,The Purge: Anarchy,MOVIE,['FR',2014,R,103,6.7
1624,The Purge: Anarchy,MOVIE, 'US'],2014,R,103,6.7
1625,Long Shot,MOVIE,['US'],2019,R,125,6.7
1626,The Last Cruise,MOVIE,['US'],2021,Unknown,40,6.7
1627,The Foquita: El 10 de la Calle,MOVIE,['PE'],2020,PG-13,90,6.7
1628,Practical Magic,MOVIE,['US'],1998,PG-13,104,6.7
1629,Henry V,MOVIE,['GB'],1945,Unknown,137,6.7
1630,Slow West,MOVIE,['NZ',2015,R,84,6.7
1631,Slow West,MOVIE, 'GB'],2015,R,84,6.7
1632,Kill the Irishman,MOVIE,['US'],2012,R,106,6.7
1633,Green Room,MOVIE,['US'],2016,R,95,6.7
1634,Martin Lawrence: You So Crazy,MOVIE,['US'],1994,Unknown,85,6.7
1635,Women Is Losers,MOVIE,['US'],2021,Unknown,84,6.7
1636,"Clínica de Migrantes: Life, Liberty, and the Pursuit of Happiness",MOVIE,['US'],2016,G,39,6.7
1637,Italianamerican,MOVIE,['US'],1980,Unknown,49,6.7
1638,In the Shadow of the Towers: Stuyvesant High on 9/11,MOVIE,['US'],2019,Unknown,35,6.7
1639,Time Without Pity,MOVIE,['GB'],1957,Unknown,88,6.7
1640,Hank Zipzer's Christmas Catastrophe,MOVIE,['GB'],2016,Unknown,87,6.7
1641,Pawn Sacrifice,MOVIE,['US'],2015,PG-13,115,6.7
1642,Koran by Heart,MOVIE,['US'],2011,Unknown,90,6.7
1643,Teen Titans Go! See Space Jam,MOVIE,['US'],2021,Unknown,83,6.7
1644,You've Got Mail,MOVIE,['US'],1998,PG,119,6.7
1645,Gray's Anatomy,MOVIE,['US'],1997,Unknown,80,6.7
1646,The World According to Garp,MOVIE,['US'],1982,R,131,6.7
1647,Wayne's World,MOVIE,['US'],1992,PG-13,95,6.7
1648,Bill Maher: Live From Oklahoma,MOVIE,['US'],2018,PG,65,6.7
1649,Sapporo Winter Olympics,MOVIE,['JP'],1972,Unknown,168,6.7
1650,Marlon Wayans: God Loves Me,MOVIE,['US'],2023,Unknown,60,6.7
1651,The Bodyguard,MOVIE,['US'],1992,R,129,6.7
1652,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,MOVIE,['US'],2015,Unknown,49,6.699
1653,Batman: Gotham by Gaslight,MOVIE,['US'],2018,R,78,6.696
1654,A Christmas Mystery,MOVIE,['US'],2022,PG,87,6.696
1655,Sisters,MOVIE,['US'],1973,R,92,6.687
1656,Batman: Gotham Knight,MOVIE,['US',2008,PG-13,75,6.681
1657,Batman: Gotham Knight,MOVIE, 'JP'],2008,PG-13,75,6.681
1658,Look Back in Anger,MOVIE,['GB'],1959,Unknown,115,6.678
1659,Around the World in Eighty Days,MOVIE,['US'],1956,G,182,6.678
1660,Empire of Light,MOVIE,['GB'],2022,R,115,6.674
1661,Green Lantern: Emerald Knights,MOVIE,['US'],2011,PG,84,6.671
1662,Behind the Candelabra,MOVIE,['US'],2013,R,118,6.67
1663,Insidious: Chapter 2,MOVIE,['US'],2013,PG-13,106,6.668
1664,Lola Montès,MOVIE,['FR',1955,Unknown,116,6.663
1665,Lola Montès,MOVIE, 'DE'],1955,Unknown,116,6.663
1666,The Night House,MOVIE,['GB',2021,R,107,6.662
1667,The Night House,MOVIE, 'US'],2021,R,107,6.662
1668,Bull Durham,MOVIE,['US'],1988,R,108,6.662
1669,Blackthorn,MOVIE,['FR',2011,R,98,6.658
1670,Blackthorn,MOVIE, 'ES',2011,R,98,6.658
1671,Blackthorn,MOVIE, 'GB',2011,R,98,6.658
1672,Blackthorn,MOVIE, 'BO'],2011,R,98,6.658
1673,The Wizard of Lies,MOVIE,['US'],2017,Unknown,128,6.652
1674,Superman: Unbound,MOVIE,['US'],2013,PG-13,75,6.649
1675,The Spectacular Now,MOVIE,['US'],2013,Unknown,95,6.648
1676,The Hunger,MOVIE,['GB'],1983,R,97,6.648
1677,Yentl,MOVIE,['GB',1984,PG,132,6.643
1678,Yentl,MOVIE, 'US'],1984,PG,132,6.643
1679,Thunderball,MOVIE,['GB'],1965,PG,130,6.637
1680,How I Live Now,MOVIE,['GB'],2013,Unknown,101,6.637
1681,Cronos,MOVIE,['MX'],1993,R,94,6.636
1682,Mr. Mom,MOVIE,['US'],1983,PG,91,6.636
1683,Contagion,MOVIE,['AE',2011,PG-13,107,6.633
1684,Contagion,MOVIE, 'US'],2011,PG-13,107,6.633
1685,The Hunter,MOVIE,['AU'],2011,R,102,6.631
1686,Absolute Power,MOVIE,['US'],1997,R,121,6.631
1687,The Brothers Bloom,MOVIE,['US'],2009,PG-13,114,6.629
1688,Time Freak,MOVIE,['US'],2018,PG-13,104,6.628
1689,Burn After Reading,MOVIE,['US',2008,R,96,6.628
1690,Burn After Reading,MOVIE, 'GB',2008,R,96,6.628
1691,Burn After Reading,MOVIE, 'FR'],2008,R,96,6.628
1692,Rugrats in Paris: The Movie,MOVIE,['DE',2000,G,78,6.626
1693,Rugrats in Paris: The Movie,MOVIE, 'US'],2000,G,78,6.626
1694,Mary and Martha,MOVIE,['US',2013,Unknown,90,6.623
1695,Mary and Martha,MOVIE, 'ZA'],2013,Unknown,90,6.623
1696,Cheyenne Autumn,MOVIE,['US'],1964,Unknown,154,6.623
1697,Star Trek III: The Search for Spock,MOVIE,['US'],1984,PG,105,6.62
1698,Popstar: Never Stop Never Stopping,MOVIE,['US'],2016,R,86,6.619
1699,Girl with a Pearl Earring,MOVIE,['LU',2003,PG-13,101,6.615
1700,Girl with a Pearl Earring,MOVIE, 'GB',2003,PG-13,101,6.615
1701,Girl with a Pearl Earring,MOVIE, 'FR'],2003,PG-13,101,6.615
1702,Batman: The Killing Joke,MOVIE,['US'],2016,R,77,6.608
1703,A Most Violent Year,MOVIE,['AE',2014,R,125,6.606
1704,A Most Violent Year,MOVIE, 'US'],2014,R,125,6.606
1705,"Godzilla, King of the Monsters!",MOVIE,['US',1956,Unknown,80,6.604
1706,"Godzilla, King of the Monsters!",MOVIE, 'JP'],1956,Unknown,80,6.604
1707,Man of Steel,MOVIE,['GB',2013,PG-13,143,6.602
1708,Man of Steel,MOVIE, 'US'],2013,PG-13,143,6.602
1709,Logan's Run,MOVIE,['US'],1976,PG,119,6.601
1710,Head Full of Honey,MOVIE,['DE',2019,PG-13,139,6.6
1711,Head Full of Honey,MOVIE, 'US'],2019,PG-13,139,6.6
1712,The Machine That Kills Bad People,MOVIE,['IT'],1952,Unknown,85,6.6
1713,Father of the Bride,MOVIE,['US'],2022,PG-13,118,6.6
1714,Street Kings,MOVIE,['US'],2008,R,109,6.6
1715,Bury My Heart at Wounded Knee,MOVIE,['US'],2007,Unknown,133,6.6
1716,Muhammad Ali's Greatest Fight,MOVIE,['US'],2013,Unknown,97,6.6
1717,Time Bandits,MOVIE,['GB'],1981,PG,116,6.6
1718,Vendetta,MOVIE,['US'],1999,R,117,6.6
1719,Vendetta,MOVIE,['US'],2015,R,90,5.5
1720,Postcards from the Edge,MOVIE,['US'],1990,R,100,6.6
1721,Rambo: First Blood Part II,MOVIE,['US',1985,R,96,6.6
1722,Rambo: First Blood Part II,MOVIE, 'MX'],1985,R,96,6.6
1723,Class Action Park,MOVIE,['US'],2020,Unknown,90,6.6
1724,The Diplomat,MOVIE,['US'],2015,Unknown,104,6.6
1725,Alternate Endings: Six New Ways to Die in America,MOVIE,['US'],2019,PG,68,6.6
1726,How to Dance in Ohio,MOVIE,['US'],2015,Unknown,88,6.6
1727,Ernie & Joe,MOVIE,['US'],2019,Unknown,96,6.6
1728,Path to War,MOVIE,['US'],2002,Unknown,165,6.6
1729,All the Way,MOVIE,['US'],2016,Unknown,132,6.6
1730,The Last Word,MOVIE,['US'],2017,R,108,6.6
1731,Sarah Silverman: We Are Miracles,MOVIE,['US'],2013,Unknown,60,6.6
1732,Silver Bullet,MOVIE,['US'],1985,R,95,6.6
1733,When Trumpets Fade,MOVIE,['US'],1998,R,95,6.6
1734,"Lewis Black: Red, White & Screwed",MOVIE,['US'],2006,Unknown,58,6.6
1735,The Cabin in the Woods,MOVIE,['US'],2012,R,95,6.6
1736,Australia,MOVIE,['AU',2008,PG-13,165,6.6
1737,Australia,MOVIE, 'GB'],2008,PG-13,165,6.6
1738,The Heat,MOVIE,['US'],2013,R,113,6.6
1739,The Spiderwick Chronicles,MOVIE,['US'],2008,PG,95,6.6
1740,The Gathering Storm,MOVIE,['US',2002,G,94,6.6
1741,The Gathering Storm,MOVIE, 'GB'],2002,G,94,6.6
1742,The Immortal Life of Henrietta Lacks,MOVIE,['US'],2017,Unknown,93,6.6
1743,Chelsea Handler: Evolution,MOVIE,['US'],2020,Unknown,68,6.6
1744,Rose Matafeo: Horndog,MOVIE,['GB'],2020,Unknown,60,6.6
1745,Eraser: Reborn,MOVIE,['US'],2022,R,102,6.6
1746,If These Walls Could Talk,MOVIE,['US'],1996,R,97,6.6
1747,Whoopi Goldberg: Direct from Broadway,MOVIE,['US'],1985,Unknown,75,6.6
1748,The Eyes of Tammy Faye,MOVIE,['US'],2021,PG-13,126,6.6
1749,State of Play: Trophy Kids,MOVIE,['US'],2013,PG,57,6.6
1750,In Vanda's Room,MOVIE,['CH',2001,Unknown,171,6.6
1751,In Vanda's Room,MOVIE, 'DE',2001,Unknown,171,6.6
1752,In Vanda's Room,MOVIE, 'PT'],2001,Unknown,171,6.6
1753,The Long Voyage Home,MOVIE,['US'],1940,Unknown,105,6.6
1754,Brillo Box (3¢ off),MOVIE,['US'],2016,Unknown,40,6.6
1755,Beanie Mania,MOVIE,['US'],2021,PG,80,6.6
1756,The Last of the Blonde Bombshells,MOVIE,['GB',2000,PG-13,84,6.6
1757,The Last of the Blonde Bombshells,MOVIE, 'US'],2000,PG-13,84,6.6
1758,Sliding Doors,MOVIE,['GB',1998,PG-13,99,6.6
1759,Sliding Doors,MOVIE, 'US'],1998,PG-13,99,6.6
1760,House of Saddam,MOVIE,['GB',2008,Unknown,232,6.6
1761,House of Saddam,MOVIE, 'US'],2008,Unknown,232,6.6
1762,A Christmas Story Christmas,MOVIE,['US'],2022,PG,98,6.6
1763,Rembrandt,MOVIE,['GB'],1936,Unknown,85,6.6
1764,The Weight of Gold,MOVIE,['US'],2020,Unknown,60,6.6
1765,Schoolgirls,MOVIE,['ES'],2020,Unknown,97,6.6
1766,The Number on Great-Grandpa's Arm,MOVIE,['US'],2018,PG,19,6.6
1767,Veronica Mars,MOVIE,['US'],2014,PG-13,107,6.6
1768,The Front Page,MOVIE,['US'],1933,Unknown,101,6.598
1769,Red,MOVIE,['US'],2008,R,93,6.594
1770,Live Free or Die Hard,MOVIE,['GB',2007,PG-13,128,6.593
1771,Live Free or Die Hard,MOVIE, 'US'],2007,PG-13,128,6.593
1772,New Jack City,MOVIE,['US'],1991,R,97,6.591
1773,The Way Back,MOVIE,['CA',2020,R,108,6.591
1774,The Way Back,MOVIE, 'US'],2020,R,108,6.591
1775,Out in the Open,MOVIE,['PT',2019,Unknown,103,6.59
1776,Out in the Open,MOVIE, 'ES'],2019,Unknown,103,6.59
1777,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,MOVIE,['US'],1972,R,87,6.586
1778,Ender's Game,MOVIE,['US'],2013,PG-13,113,6.586
1779,The Homesman,MOVIE,['US',2014,R,122,6.586
1780,The Homesman,MOVIE, 'FR'],2014,R,122,6.586
1781,Rosewood,MOVIE,['US'],1997,R,140,6.586
1782,Robin Hood: Men in Tights,MOVIE,['FR',1993,PG-13,104,6.583
1783,Robin Hood: Men in Tights,MOVIE, 'US'],1993,PG-13,104,6.583
1784,Waist Deep,MOVIE,['US'],2006,R,97,6.579
1785,Sex and the City,MOVIE,['US'],2008,R,145,6.577
1786,Dragnet Girl,MOVIE,['JP'],1933,Unknown,100,6.571
1787,Final Destination,MOVIE,['US'],2000,R,98,6.571
1788,The Art of Self-Defense,MOVIE,['US'],2019,R,104,6.561
1789,Smithereens,MOVIE,['US'],1983,R,94,6.56
1790,Halloween Kills,MOVIE,['US',2021,R,105,6.56
1791,Halloween Kills,MOVIE, 'GB'],2021,R,105,6.56
1792,The Children Act,MOVIE,['GB',2018,R,105,6.558
1793,The Children Act,MOVIE, 'US'],2018,R,105,6.558
1794,Tales from Earthsea,MOVIE,['JP'],2006,PG-13,115,6.557
1795,You Only Live Twice,MOVIE,['GB'],1967,PG,117,6.549
1796,Querelle,MOVIE,['FR',1982,R,108,6.549
1797,Querelle,MOVIE, 'DE'],1982,R,108,6.549
1798,Hot Shots!,MOVIE,['US'],1991,PG-13,84,6.546
1799,"I Love You, Man",MOVIE,['US'],2009,R,103,6.544
1800,The Matrix Resurrections,MOVIE,['DE',2021,R,148,6.543
1801,The Matrix Resurrections,MOVIE, 'US',2021,R,148,6.543
1802,The Matrix Resurrections,MOVIE, 'CA'],2021,R,148,6.543
1803,Hot Shots! Part Deux,MOVIE,['US'],1993,PG-13,86,6.542
1804,Rodan,MOVIE,['JP'],1956,PG,82,6.542
1805,Major Barbara,MOVIE,['GB'],1941,Unknown,121,6.536
1806,Ghostbusters II,MOVIE,['US'],1989,PG,108,6.526
1807,Star Trek: Generations,MOVIE,['US'],1994,PG,118,6.524
1808,Basic,MOVIE,['DE',2003,R,98,6.519
1809,Basic,MOVIE, 'US'],2003,R,98,6.519
1810,The Witches of Eastwick,MOVIE,['US'],1987,R,118,6.509
1811,Wonder Woman 1984,MOVIE,['US'],2020,PG-13,151,6.509
1812,Shaft,MOVIE,['US'],1971,R,100,6.509
1813,Kong: Skull Island,MOVIE,['CN',2017,PG-13,118,6.508
1814,Kong: Skull Island,MOVIE, 'US'],2017,PG-13,118,6.508
1815,He's Just Not That Into You,MOVIE,['US'],2009,PG-13,129,6.507
1816,A Midsummer Night's Sex Comedy,MOVIE,['US'],1982,PG,88,6.504
1817,The French Lieutenant's Woman,MOVIE,['GB'],1981,R,124,6.5
1818,My Big Fat Greek Wedding,MOVIE,['US',2002,PG,95,6.5
1819,My Big Fat Greek Wedding,MOVIE, 'CA'],2002,PG,95,6.5
1820,RED 2,MOVIE,['CA',2013,PG-13,113,6.5
1821,RED 2,MOVIE, 'FR',2013,PG-13,113,6.5
1822,RED 2,MOVIE, 'US'],2013,PG-13,113,6.5
1823,Foreign Wars,MOVIE,['US',2016,Unknown,71,6.5
1824,Foreign Wars,MOVIE, 'CO'],2016,Unknown,71,6.5
1825,The Many Saints of Newark,MOVIE,['US'],2021,R,120,6.5
1826,Sleeping with the Enemy,MOVIE,['US'],1991,R,97,6.5
1827,Let's Be Cops,MOVIE,['US'],2014,R,100,6.5
1828,The Last Movie Star,MOVIE,['US'],2018,R,104,6.5
1829,Terry Bradshaw: Going Deep,MOVIE,['US'],2022,R,74,6.5
1830,Boycott,MOVIE,['US'],2001,PG,118,6.5
1831,Swiped: Hooking Up in the Digital Age,MOVIE,['US'],2018,PG,82,6.5
1832,Saving Pelican 895,MOVIE,[],2011,Unknown,39,6.5
1833,And the Band Played On,MOVIE,['US'],1993,PG-13,2,6.5
1834,Empire Falls,MOVIE,['US'],2005,PG-13,197,6.5
1835,Pete Holmes: Dirty Clean,MOVIE,['US'],2018,Unknown,75,6.5
1836,Colors,MOVIE,['US'],1988,R,120,6.5
1837,The Company Men,MOVIE,['US'],2011,R,104,6.5
1838,Quartet,MOVIE,['GB'],2012,PG-13,98,6.5
1839,A Guy Named Joe,MOVIE,['US'],1944,Unknown,120,6.5
1840,Alabama Snake,MOVIE,['US'],2020,Unknown,85,6.5
1841,Gary Gulman: The Great Depresh,MOVIE,['US'],2019,Unknown,75,6.5
1842,Mogul Mowgli,MOVIE,['GB',2020,Unknown,89,6.5
1843,Mogul Mowgli,MOVIE, 'US'],2020,Unknown,89,6.5
1844,The World of Jacques Demy,MOVIE,['BE',1995,Unknown,90,6.5
1845,The World of Jacques Demy,MOVIE, 'FR',1995,Unknown,90,6.5
1846,The World of Jacques Demy,MOVIE, 'ES'],1995,Unknown,90,6.5
1847,Wild Card: The Downfall of a Radio Loudmouth,MOVIE,['US'],2020,Unknown,76,6.5
1848,Lock-Up: The Prisoners of Rikers Island,MOVIE,['US'],1994,Unknown,75,6.5
1849,The Shooting,MOVIE,['US'],1968,G,78,6.5
1850,True Crime,MOVIE,['US'],1999,R,127,6.5
1851,Batman: Return of the Caped Crusaders,MOVIE,['US'],2016,PG,78,6.5
1852,Urban Cowboy,MOVIE,['US'],1980,PG,132,6.5
1853,The Wild Thornberrys Movie,MOVIE,['US'],2002,PG,85,6.5
1854,Hooper,MOVIE,['US'],1978,PG,99,6.5
1855,The Cold Blue,MOVIE,['US'],2019,Unknown,74,6.5
1856,My Dead Dad,MOVIE,['US'],2022,Unknown,93,6.5
1857,House Party,MOVIE,['US'],2023,R,100,6.5
1858,House Party,MOVIE,['US'],1990,R,100,6.422
1859,Girlfriends,MOVIE,['US'],1978,PG,86,6.5
1860,The Scheme,MOVIE,['US'],2020,Unknown,118,6.5
1861,Namoo,MOVIE,['KR'],2021,PG,12,6.5
1862,D.L. Hughley: Unapologetic,MOVIE,['US'],2007,Unknown,51,6.5
1863,Acuitzeramo,MOVIE,['MX',2019,Unknown,15,6.5
1864,Acuitzeramo,MOVIE, 'US'],2019,Unknown,15,6.5
1865,Dane Cook: Vicious Circle,MOVIE,['US'],2006,R,132,6.5
1866,7 Days in Hell,MOVIE,['US'],2015,NC-17,43,6.5
1867,Sunnyside,MOVIE,['US'],1919,Unknown,33,6.5
1868,The Special Relationship,MOVIE,['GB',2010,Unknown,93,6.5
1869,The Special Relationship,MOVIE, 'US'],2010,Unknown,93,6.5
1870,Lego Batman: The Movie - DC Super Heroes Unite,MOVIE,['US'],2013,G,71,6.5
1871,Designing Woman,MOVIE,['US'],1957,Unknown,118,6.5
1872,"Woodstock 99: Peace, Love, and Rage",MOVIE,['US'],2021,R,110,6.5
1873,The Swamp,MOVIE,['RU'],2020,Unknown,114,6.5
1874,The Dress,MOVIE,['PL'],2020,R,30,6.5
1875,American Boy: A Profile of Steven Prince,MOVIE,['US'],1978,Unknown,55,6.5
1876,Obvious Child,MOVIE,['US'],2014,R,83,6.5
1877,What Happened on September 11,MOVIE,['US'],2019,PG,30,6.5
1878,The Faculty,MOVIE,['US'],1998,R,104,6.497
1879,Cruising,MOVIE,['DE',1980,R,102,6.495
1880,Cruising,MOVIE, 'US'],1980,R,102,6.495
1881,War of the Worlds,MOVIE,['US'],2005,PG-13,116,6.49
1882,My Bloody Valentine,MOVIE,['CA'],1981,R,90,6.49
1883,Osaka Elegy,MOVIE,['JP'],1936,Unknown,71,6.489
1884,See How They Run,MOVIE,['US',2022,PG-13,98,6.487
1885,See How They Run,MOVIE, 'GB'],2022,PG-13,98,6.487
1886,Rio 2,MOVIE,['US'],2014,G,101,6.483
1887,Pieces of April,MOVIE,['US'],2003,PG-13,80,6.481
1888,Star Trek: The Motion Picture,MOVIE,['US'],1979,PG,132,6.48
1889,Kiss the Girls,MOVIE,['US'],1997,R,116,6.48
1890,Death on the Nile,MOVIE,['GB',2022,PG-13,127,6.479
1891,Death on the Nile,MOVIE, 'US'],2022,PG-13,127,6.479
1892,The Cheshire Murders,MOVIE,['US'],2013,Unknown,115,6.477
1893,The Living Daylights,MOVIE,['GB'],1987,PG,130,6.474
1894,Madagascar: Escape 2 Africa,MOVIE,['US'],2008,PG,89,6.472
1895,Act of Valor,MOVIE,['US'],2012,Unknown,110,6.471
1896,Fair Game,MOVIE,['US',2010,PG-13,108,6.47
1897,Fair Game,MOVIE, 'AE'],2010,PG-13,108,6.47
1898,Into the Storm,MOVIE,['GB'],2009,PG,100,6.464
1899,Into the Storm,MOVIE,['GB'],2014,PG-13,89,6.0
1900,Eating Raoul,MOVIE,['US'],1982,R,87,6.464
1901,The Sisterhood of the Traveling Pants,MOVIE,['US'],2005,PG,119,6.463
1902,Primary,MOVIE,['US'],1960,Unknown,60,6.462
1903,Safe,MOVIE,['US'],2012,R,94,6.46
1904,Another Country,MOVIE,['GB'],1984,PG,90,6.459
1905,Twilight Zone: The Movie,MOVIE,['US'],1983,PG,101,6.454
1906,The Water Horse,MOVIE,['AU',2007,PG,147,6.451
1907,The Water Horse,MOVIE, 'US',2007,PG,147,6.451
1908,The Water Horse,MOVIE, 'GB'],2007,PG,147,6.451
1909,Old,MOVIE,['CN',2021,PG-13,108,6.45
1910,Old,MOVIE, 'US'],2021,PG-13,108,6.45
1911,The Man Who Knew Too Much,MOVIE,['GB'],1935,Unknown,75,6.45
1912,Meth Storm,MOVIE,['US'],2017,Unknown,96,6.444
1913,38 at the Garden,MOVIE,['US'],2022,PG-13,38,6.444
1914,Ingrid Goes West,MOVIE,['US'],2017,R,97,6.439
1915,The Man with the Golden Gun,MOVIE,['US',1974,PG,125,6.437
1916,The Man with the Golden Gun,MOVIE, 'GB'],1974,PG,125,6.437
1917,Eagle Eye,MOVIE,['US',2008,PG-13,118,6.432
1918,Eagle Eye,MOVIE, 'DE'],2008,PG-13,118,6.432
1919,2 or 3 Things I Know About Her,MOVIE,['FR'],1967,Unknown,87,6.432
1920,Small Town Crime,MOVIE,['US'],2018,R,91,6.427
1921,House Party,MOVIE,['US'],2023,R,100,6.5
1922,House Party,MOVIE,['US'],1990,R,100,6.422
1923,Star Trek: Insurrection,MOVIE,['US'],1998,PG,103,6.419
1924,LEGO DC Comics Super Heroes: Justice League: Cosmic Clash,MOVIE,['US'],2016,Unknown,78,6.413
1925,The Super Bob Einstein Movie,MOVIE,['US'],2021,R,78,6.409
1926,Super Fly,MOVIE,['US'],1972,R,93,6.408
1927,Starter for 10,MOVIE,['GB',2006,PG-13,96,6.408
1928,Starter for 10,MOVIE, 'US'],2006,PG-13,96,6.408
1929,The Private Life of Henry VIII,MOVIE,['GB'],1933,Unknown,90,6.407
1930,The Daytrippers,MOVIE,['US',1997,R,87,6.402
1931,The Daytrippers,MOVIE, 'CA'],1997,R,87,6.402
1932,Bessie,MOVIE,['US'],2015,Unknown,107,6.4
1933,I'll See You in My Dreams,MOVIE,['US'],2015,PG-13,92,6.4
1934,City Slickers,MOVIE,['US'],1991,PG-13,112,6.4
1935,Valentine Road,MOVIE,['US'],2013,Unknown,89,6.4
1936,The Late Shift,MOVIE,['US'],1996,R,95,6.4
1937,Dear Evan Hansen,MOVIE,['US',2021,PG-13,137,6.4
1938,Dear Evan Hansen,MOVIE, 'CN'],2021,PG-13,137,6.4
1939,DMX: Don't Try to Understand,MOVIE,['US'],2021,Unknown,79,6.4
1940,The Out List,MOVIE,['US'],2013,PG,60,6.4
1941,Scooby-Doo! The Mystery Begins,MOVIE,['US'],2009,PG,82,6.4
1942,What Lies Beneath,MOVIE,['US'],2000,PG-13,130,6.4
1943,Rendez-vous,MOVIE,['MX'],2019,R,102,6.4
1944,The Last Dragon,MOVIE,['US'],1985,PG-13,108,6.4
1945,I Am Evidence,MOVIE,['US'],2017,Unknown,89,6.4
1946,Crocodile Dundee,MOVIE,['AU'],1986,PG-13,98,6.4
1947,8-Bit Christmas,MOVIE,['US'],2021,PG,97,6.4
1948,The Iron Lady,MOVIE,['FR',2011,PG-13,105,6.4
1949,The Iron Lady,MOVIE, 'GB'],2011,PG-13,105,6.4
1950,Moonfall,MOVIE,['HK',2022,PG-13,130,6.4
1951,Moonfall,MOVIE, 'GB',2022,PG-13,130,6.4
1952,Moonfall,MOVIE, 'US',2022,PG-13,130,6.4
1953,Moonfall,MOVIE, 'CA',2022,PG-13,130,6.4
1954,Moonfall,MOVIE, 'CN'],2022,PG-13,130,6.4
